EventId,EventTemplate,Occurrences
E107,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace:",1
E456,Service exited due to signal: Killed: <*>,3
E538,box: <*> deny(<*>) file-read-data <*>,1
E498,NSAllowAppKitWeakReferences=<*>,2
E157,ApplePersistenceIgnoreState: Existing state will not be touched. New state will be written to <*>,2
E103,"*** Assertion failure in +[LUTextAccessor rangeOfTermInString:containingOffset:language:partOfSpeech:], <*>",1
E428,Lookup: Unhandled exception <*> caught in -[<*>],1
E609,USER_PROCESS: <*> <*>,1
E183,Metadata.framework [Error]: void _MDItemMarkAsUsedForPath(<*>): was called with a <*> path,6
E477,INSTALLED:<*> <*>(<*>) <__NSConcreteUUID <*> <*> <*>,8
E604,UNINSTALLED:<*> <*>(<*>) <*> <*>,8
E187,notice USBMuxBonjourDeviceListenerCreate: LOCKDOWN_V2_BONJOUR_SERVICE_NAME is <*>,2
E437,Unknown class <*> in Interface Builder file.,2
E588,Mac Agent inited !!!,2
E238,"schedule invalidation <DYTransport <*>, error: lost transport connection (<*>)>",2
E205,Uncommited CATransaction. Set CA_DEBUG_TRANSACTIONS=<*> in environment to debug.,2
E150,-[MMCoreTextView(Drawing) batchDrawData:]@<*>: Conversion error: some text may not be rendered,2
E262,SSandbandbox: ox: <*>(le.WebKit(<*>) <*>) deny(deny(<*>) <*>) filee--rreaead-data <*> <*>,1
E371,"zip importer encountered an error (<*>) scanning ""<*>"".",1
E585,StopHardwareStream,3
E469,AppleCamIn::power_off_hardware,3
E23,[<*>] <<<< AVCaptureHALDevice >>>> -[AVCaptureHALDevice _removePropertyListeners]: Removing alive observer for device <AVCaptureHALDevice: <*> [VPAUAggregateAudioDevice-<*>][VPAUAggregateAudioDevice-<*>]> failed (<*>),2
E21,[<*>] <<<< AVCaptureHALDevice >>>> -[AVCaptureHALDevice _removePropertyListeners]: Removing data source observer for device <AVCaptureHALDevice: <*> [VPAUAggregateAudioDevice-<*>][VPAUAggregateAudioDevice-<*>]> failed (<*>),2
E332,CoreAnimation: context hosting changed while locked!,1
E171,process <*>[<*>] caught causing excessive wakeups. EXC_RESOURCE supressed due to audio playback,1
E38,<MMSplitView: <*>: the delegate <MMMainViewController: <*> was sent -splitView:resizeSubviewsWithOldSize: and left the arranged view frames in an inconsistent state:,1
E527,"Split view bounds: {{<*>, <*>}, {<*>, <*>}}",1
E516,"Arranged view frame: {{<*>, <*>}, {<*>, <*>}}",2
E17,"The outer edges of the arranged view frames are supposed to line up with the split view's bounds' edges. NSSplitView is working around the problem, perhaps at the cost of more redrawing. (This message is only logged once per NSSplitView.)",1
